REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-03,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,65.0,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,71.7,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,73.4,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,77.7,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,73.5,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,73.3,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,66.4,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,68.6,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,66.3,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,67.7,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,65.6,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,65.0,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,61.6,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2097797,11.10.2.10,49.1,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,84.9,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,82.7,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,82.6,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,83.7,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,86.4,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,87.6,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,86.0,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,87.3,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,88.3,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,86.0,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,81.9,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,83.8,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,81.3,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,80.8,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,77.6,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2097798,11.10.2.11,65.4,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,88.3,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,88.1,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,86.8,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,88.7,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,91.8,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,91.2,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,91.7,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,90.6,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,94.0,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,91.0,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,92.4,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,90.9,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,88.0,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,89.1,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,88.4,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2097799,11.10.2.12,79.1,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,91.9,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,91.6,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,90.3,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,87.1,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,89.7,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,88.2,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,89.1,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,88.1,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,91.1,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,88.9,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,89.2,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,91.6,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,89.2,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,89.8,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,87.3,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,35 to 39 years,Percentage,242,units,0,v2097800,11.10.2.13,77.3,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,87.2,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,88.9,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,89.9,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,89.3,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,88.5,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,90.7,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,90.0,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,89.4,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,88.7,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,92.3,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,92.1,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,89.4,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,91.9,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,89.3,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,88.5,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,40 to 44 years,Percentage,242,units,0,v2097801,11.10.2.14,75.9,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,87.0,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,88.7,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,89.6,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,91.0,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,91.0,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,89.3,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,89.6,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,88.6,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,90.4,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,90.3,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,90.0,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,85.4,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,86.7,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,87.4,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,85.3,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,45 to 49 years,Percentage,242,units,0,v2097802,11.10.2.15,83.7,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,83.9,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,86.6,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,89.0,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,87.1,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,89.4,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,88.6,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,87.0,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,87.4,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,86.0,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,85.9,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,84.6,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,83.9,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,83.7,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,81.6,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,80.9,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,50 to 54 years,Percentage,242,units,0,v2097803,11.10.2.16,77.0,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,77.4,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,78.7,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,79.6,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,76.7,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,78.3,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,81.0,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,79.3,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,79.3,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,77.7,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,80.6,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,79.7,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,76.9,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,78.1,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,77.9,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,73.9,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,55 to 59 years,Percentage,242,units,0,v2097804,11.10.2.17,67.7,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,60.9,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,61.2,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,63.7,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,63.3,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,59.9,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,62.2,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,63.0,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,62.0,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,60.4,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,60.4,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,59.7,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,61.0,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,63.5,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,63.6,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,58.6,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,60 to 64 years,Percentage,242,units,0,v2097805,11.10.2.18,54.0,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,18.4,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,18.8,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.3,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.6,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.9,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.5,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.0,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.3,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.1,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.3,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,18.8,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.7,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,19.4,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,18.8,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,17.5,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,65 years and over,Percentage,242,units,0,v2097806,11.10.2.19,17.4,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,33.6,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,33.8,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,35.2,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,35.4,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,37.6,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,36.2,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,35.3,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,36.1,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,34.1,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,36.1,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,33.5,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,36.2,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,36.3,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,33.8,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,31.5,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,65 to 69 years,Percentage,242,units,0,v2097807,11.10.2.20,31.6,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,10.9,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.4,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.6,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.8,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.1,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.3,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.0,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.2,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.7,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.2,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.6,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.8,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.2,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,11.7,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,10.8,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Males,70 years and over,Percentage,242,units,0,v2097808,11.10.2.21,10.5,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,58.8,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,58.9,,,,1
2019-03,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,59.2,,,,1
2019-04,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,59.2,,,,1
2019-05,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,60.1,,,,1
2019-06,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,60.5,,,,1
2019-07,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,59.5,,,,1
2019-08,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,58.7,,,,1
2019-09,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,58.6,,,,1
2019-10,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,58.7,,,,1
2019-11,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,58.0,,,,1
2019-12,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,57.8,,,,1
2020-01,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,56.8,,,,1
2020-02,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,56.9,,,,1
2020-03,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,53.1,,,,1
2020-04,British Columbia,2016A000259,Employment rate,Females,15 years and over,Percentage,242,units,0,v3834074,11.10.3.1,47.2,,,,1
2019-01,British Columbia,2016A000259,Employment rate,Females,15 to 24 years,Percentage,242,units,0,v3834075,11.10.3.2,60.5,,,,1
2019-02,British Columbia,2016A000259,Employment rate,Females,15 to 24 years,Percentage,242,units,0,v3834075,11.10.3.2,60.1,,,,1
